"得意先コード","得意先名","部門コード","部門名","商品コード","商品名","仕様・規格","単位","総売上額","純売上額","原価計","総売上数","純売上数","明細数","粗利益","粗利率"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00100834","M2PM-S34R 1P3W 100V 200/5A 50Hz 1kwh/pulse 検付 (CW-15LS 200/5A*2) (U)","","台","45640","45640","29990","1.0000","1.0000","1","15650","34.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00100855","RA PV210V 3/2P 20KVA 50Hz SV210/105V*2","","台","509000","509000","278160","1.0000","1.0000","1","230840","45.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00100975","NF125-ZSV 3P 30A 1/2/500mA B AL-SLT ECA-SLT","","台","190120","190120","153230","7.0000","7.0000","1","36890","19.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00100976","NF125-ZSV 3P 20A 1/2/500mA B AL-SLT ECA-SLT","","台","27160","27160","21890","1.0000","1.0000","1","5270","19.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101026","M8FM-N1LTR 1P3W 100V 250A 50Hz 検付 (A)","","台","192600","192600","138930","3.0000","3.0000","1","53670","27.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101028","M8FM-N1LTR 3P3W 200V 250A 50Hz 検付 (A)","","台","192600","192600","138930","3.0000","3.0000","1","53670","27.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101091","CD-25ANB 75/5A (A)","","台","125960","125960","79000","2.0000","2.0000","1","46960","37.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101108","ERM-A3C DV-3,DV-RA用 (A)","","台","384480","384480","276260","8.0000","8.0000","4","108220","28.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101142","FW-S10C-1.5K (A)","","台","498960","498960","312750","3.0000","3.0000","3","186210","37.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101412","RJ71EIP91(A)","","台","47520","47520","41580","1.0000","1.0000","1","5940","12.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101457","EMT-BB 予備銘板 (A)","","個","2540","2540","1710","2.0000","2.0000","1","830","32.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101503","KST-KA-1CN11 300A","","台","832000","832000","640000","4.0000","4.0000","1","192000","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101569","RG60","","台","3180","3180","2772","3.0000","3.0000","1","408","12.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101577","FP1-CP (A)","","個","7820","7820","5392","68.0000","68.0000","11","2428","31"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101612","EPT-5KF（ヒューズ搭載品）6600V/220V 5KVA 混触防止板付き","","台","1440000","1440000","1200000","4.0000","4.0000","2","240000","16.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101613","MPT-130 7.2kV/3.6kV 3A","","台","103840","103840","88000","8.0000","8.0000","2","15840","15.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101673","NV63-CV 3P MB 1/2/500ｍA換 AL-SLT (A)","","台","14760","14760","12040","2.0000","2.0000","1","2720","18.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101709","NV63-CV 3P 16A MB 30mA AL-SLT (A)","","台","29560","29560","24080","4.0000","4.0000","2","5480","18.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101746","ME110GR 1P2W/1P3W/3P3W 110/220V 5A (A)","","台","866880","866880","654360","21.0000","21.0000","8","212520","24.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101848","RX41C4(A)","","台","34840","34840","30500","2.0000","2.0000","2","4340","12.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101849","R04CPU(A)","","台","126720","126720","110880","2.0000","2.0000","2","15840","12.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101948","NF250-ZEV 3P 250A 100/200/500mA　AL-SLT ECA-SLT(U)","","","690360","690360","555280","11.0000","11.0000","1","135080","19.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101949","MP11A-AR-0002-SS(A)","","個","373090","373090","266360","1.0000","1.0000","1","106730","28.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00101975","RJ71EN71(A)","","台","79200","79200","69300","1.0000","1.0000","1","9900","12.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00102039","SOU-CR3 PV6.6KV 50KVA 60Hz SV210/105V","5タップ,混触防止板付き","個","3325000","3325000","2335000","5.0000","5.0000","2","990000","29.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00102040","SOU-CR3 PV6.6KV 30KVA 60Hz SV210/105V","5タップ,混触防止板付き","個","1707000","1707000","1143000","3.0000","3.0000","2","564000","33"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00102066","SOU-CR3 PV6.6KV 1P3W 75KVA 60HZ SV210-105V","5タップ,混触防止板付き","台","1578000","1578000","1052000","2.0000","2.0000","2","526000","33.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00102097","FE2300KE","指月","","74360","74360","57200","2.0000","2.0000","1","17160","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00102105","CSS-216 7.2kV 200A 屋外用手動操作式 耐重塩じん用(ｽﾃﾝﾚｽｹｰｽ)","エナジーサポート","個","147290","147290","113300","1.0000","1.0000","1","33990","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00102114","SOU-CR3 PV6.6KV 1P3W 200KVA 60HZ SV210-105V","","台","2412000","2412000","1750000","2.0000","2.0000","1","662000","27.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00102137","VS-6F-12GK-MAC","日立","個","2478250","2478250","1980350","5.0000","5.0000","4","497900","20.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00102189","GT27-SGTKEY-U (A)","","個","94500","94500","72000","1.0000","1.0000","1","22500","23.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00102207","LR-MB 3P 6600V 0.638kvar 50Hz","指月","個","496000","496000","248000","1.0000","1.0000","1","248000","50"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00102208","LV-6 3P 7020V 10.6kvar 50Hz L=6% LC付","指月","個","72300","72300","40000","1.0000","1.0000","1","32300","44.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00102240","S-N600AB (A)","","個","348240","348240","260280","3.0000","3.0000","2","87960","25.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00102247","GBT-B-D2N11Q4　GBT-B-DF付","東京戸上電機販売","個","2145000","2145000","1650000","2.0000","2.0000","1","495000","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00104916","油入変圧器 PV6.6KV 1P2W 5KVA 50Hz SV105V (サット‐東光高岳）","","台","3003000","3003000","2828000","7.0000","7.0000","5","175000","5.8"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00104918","油入変圧器 PV6.6KV 1P2W 20KVA 50Hz SV105V (サット‐東光高岳）","","台","1078000","1078000","970000","2.0000","2.0000","1","108000","10"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00104919","油入変圧器 PV6.6KV 1P2W 30KVA 50Hz SV105V (サット‐東光高岳）","","台","2472000","2472000","2286000","4.0000","4.0000","2","186000","7.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00104921","油入変圧器 PV6.6KV 1P2W 50KVA 50Hz SV105V (サット‐東光高岳）","","台","1650000","1650000","1566000","2.0000","2.0000","1","84000","5.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00104922","油入変圧器 PV6.6KV 1P2W 75KVA 50Hz SV105V (サット‐東光高岳）","","台","2330000","2330000","2212000","2.0000","2.0000","1","118000","5.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00104927","油入変圧器 PV6.6KV 1P3W 10KVA 50Hz SV210/105V (サット‐東光高岳）","","台","344000","344000","326000","1.0000","1.0000","1","18000","5.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00104928","油入変圧器 PV6.6KV 1P3W 20KVA 50Hz SV210/105V (サット‐東光高岳）","","台","696000","696000","660000","2.0000","2.0000","1","36000","5.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00104929","油入変圧器 PV6.6KV 1P3W 30KVA 50Hz SV210/105V (サット‐東光高岳）","","台","792000","792000","712000","2.0000","2.0000","1","80000","10.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00104931","油入変圧器 PV6.6KV 1P3W 75KVA 50Hz SV210/105V (サット‐東光高岳）","","台","719000","719000","675000","1.0000","1.0000","1","44000","6.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00104939","油入変圧器 PV6.6KV 3P3W 50KVA 50Hz SV210V Y-Y(サット‐東光高岳）","","台","5117000","5117000","4684000","9.0000","9.0000","5","433000","8.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00104940","油入変圧器 PV6.6KV 3P3W 75KVA 50Hz SV210V Y-△(サット‐東光高岳）","","台","1644000","1644000","1292000","2.0000","2.0000","1","352000","21.4"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00107634","TTC-1SV3 (A)","","個","1300","1300","855","1.0000","1.0000","1","445","34.2"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00107639","R35B (A)","","個","22180","22180","19400","2.0000","2.0000","2","2780","12.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00107640","R63P (A)","","個","18480","18480","16170","1.0000","1.0000","1","2310","12.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00107641","DEH-TX8T","","個","24960","24960","20800","1.0000","1.0000","1","4160","16.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00107642","S8KV-S06024","オムロン","個","35480","35480","29560","4.0000","4.0000","1","5920","16.7"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00107643","FA-CBL10FM2V (A)","","個","3370","3370","2810","1.0000","1.0000","1","560","16.6"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00107936","ﾘｰﾄﾞ線(2ｍ)ファストン端子 VSS-6H形用","新愛知電機","個","17600","17600","13500","1.0000","1.0000","1","4100","23.3"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00107937","位置表示スイッチ 各1C VSS-6H形用","新愛知電機","式","48100","48100","37000","1.0000","1.0000","1","11100","23.1"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00107945","RJ61BT11 (A)","","個","18480","18480","16170","1.0000","1.0000","1","2310","12.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00107946","RY42NT2P (A)","","個","28080","28080","24570","1.0000","1.0000","1","3510","12.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00107947","GT2712-STBD (A)","","個","284000","284000","216000","1.0000","1.0000","1","68000","23.9"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-00107948","R61P (A)","","個","10560","10560","9240","1.0000","1.0000","1","1320","12.5"
"ESB0001","株式会社新陽社","DNK-E","電力機器事業部","E-99999999","送料","","式","85000","85000","0","1.0000","1.0000","1","85000","100"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","9999","出精値引き","","式","-3778120","-3778120","-576760","19.0000","19.0000","19","-3201360","84.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","99999","金額一式","","式","1080370","1080370","742990","66.0000","66.0000","5","337380","31.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00000484","LC-05SV (U)","","個","4200","4200","3450","70.0000","70.0000","2","750","17.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00000828","ZT15B (U)","","個","3540","3540","3060","2.0000","2.0000","1","480","13.6"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00000872","NV-ZBA 100-200V 30,100,200,500A　高速(U)","","個","10480","10480","9040","2.0000","2.0000","1","1440","13.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00001800","CP30-BA 2P 3A I-M (U)","","個","8070","8070","7650","4.0000","4.0000","2","420","5.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00001804","CP30-BA 2P 5A I-M (U)","","個","33660","33660","31860","18.0000","18.0000","5","1800","5.3"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00002228","BL-1C 2P1E 15A (U)","","個","1020","1020","792","2.0000","2.0000","1","228","22.4"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00002244","BL-2C 2P2E 15A (U)","","個","620","620","561","1.0000","1.0000","1","59","9.5"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00002520","NF32-SVF 2P 10A (U)","","個","1240","1240","1120","1.0000","1.0000","1","120","9.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00002708","NF125-SV 3P 30A (U)","","個","7570","7570","6830","1.0000","1.0000","1","740","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00002832","NF63-SV 2P 15A (U)","","個","13620","13620","12300","6.0000","6.0000","1","1320","9.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00002836","NF63-SV 2P 20A (U)","","個","2270","2270","2050","1.0000","1.0000","1","220","9.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00002848","NF63-SV 2P 50A (U)","","個","13620","13620","12300","6.0000","6.0000","1","1320","9.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00002888","NF63-SV 3P 50A (U)","","個","6140","6140","5540","2.0000","2.0000","1","600","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00002896","NF63-SV 3P 60A (U)","","個","3930","3930","3550","1.0000","1.0000","1","380","9.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00005544","NF250-SV 3P 200A (U)","","個","14140","14140","12750","1.0000","1.0000","1","1390","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00005552","NF250-SV 3P 250A (U)","","個","19830","19830","17870","1.0000","1.0000","1","1960","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00006280","NF400-SW 3P 400A (U)","","個","31230","31230","28160","1.0000","1.0000","1","3070","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007584","NF125-CVF 3P 100A (U)","","個","15690","15690","14160","3.0000","3.0000","2","1530","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007592","NF125-CVF 3P 75A (U)","","個","15690","15690","14160","3.0000","3.0000","3","1530","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007596","NF125-CVF 3P 125A (U)","","個","8160","8160","7350","1.0000","1.0000","1","810","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007664","NF63-CVF 3P 40A (U)","","個","2330","2330","2100","1.0000","1.0000","1","230","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007676","NF63-CVF 3P 60A (U)","","個","5980","5980","5380","2.0000","2.0000","2","600","10"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007696","NF125-CV 2P 75A (U)","","個","3610","3610","3250","1.0000","1.0000","1","360","10"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007700","NF125-CV 3P (50A) (U)","","個","15690","15690","14160","3.0000","3.0000","1","1530","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007704","NF125-CV 3P 100A (U)","","個","328050","328050","296120","63.0000","63.0000","26","31930","9.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007708","NF125-CV 3P 125A (U)","","個","40800","40800","36750","5.0000","5.0000","5","4050","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007712","NF125-CV 3P 60A (U)","","個","66350","66350","60120","13.0000","13.0000","5","6230","9.4"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007716","NF125-CV 3P 75A (U)","","個","222270","222270","202960","43.0000","43.0000","22","19310","8.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007752","NF250-CV 3P 125A (U)","","個","184320","184320","166140","18.0000","18.0000","10","18180","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007756","NF250-CV 3P 150A (U)","","個","227270","227270","205090","23.0000","23.0000","15","22180","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007760","NF250-CV 3P 175A (U)","","個","122880","122880","110760","12.0000","12.0000","5","12120","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007764","NF250-CV 3P 200A (U)","","個","225280","225280","203060","22.0000","22.0000","9","22220","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007768","NF250-CV 3P 225A (U)","","個","153510","153510","138450","15.0000","15.0000","9","15060","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007772","NF250-CV 3P 250A (U)","","個","116720","116720","105280","8.0000","8.0000","5","11440","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007828","NF63-CV 2P (5A) (U)","","個","14600","14600","13150","9.0000","9.0000","3","1450","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007832","NF63-CV 2P 10A (U)","","個","104920","104920","94550","61.0000","61.0000","10","10370","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007836","NF63-CV 2P 15A (U)","","個","104040","104040","93750","61.0000","61.0000","15","10290","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007840","NF63-CV 2P 20A (U)","","個","45230","45230","40740","29.0000","29.0000","7","4490","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007844","NF63-CV 2P 30A (U)","","個","23800","23800","21600","16.0000","16.0000","2","2200","9.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007848","NF63-CV 2P 40A (U)","","個","8160","8160","7350","5.0000","5.0000","4","810","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007852","NF63-CV 2P 50A (U)","","個","3440","3440","3100","2.0000","2.0000","2","340","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007876","NF63-CV 3P 15A (U)","","個","88540","88540","79800","38.0000","38.0000","10","8740","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007880","NF63-CV 3P 20A (U)","","個","32620","32620","29400","14.0000","14.0000","4","3220","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007884","NF63-CV 3P 30A (U)","","個","76890","76890","69300","33.0000","33.0000","14","7590","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007888","NF63-CV 3P 40A (U)","","個","25630","25630","23100","11.0000","11.0000","9","2530","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007892","NF63-CV 3P 50A (U)","","個","197480","197480","178500","85.0000","85.0000","17","18980","9.6"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007900","NF63-CV 3P 60A (U)","","個","11960","11960","10760","4.0000","4.0000","4","1200","10"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007920","NF400-CW 3P 250A (U)","","個","27070","27070","24410","1.0000","1.0000","1","2660","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007924","NF400-CW 3P 300A (U)","","個","189490","189490","170870","7.0000","7.0000","5","18620","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007928","NF400-CW 3P 350A (U)","","個","135350","135350","122050","5.0000","5.0000","2","13300","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00007932","NF400-CW 3P 400A (U)","","個","135350","135350","122050","5.0000","5.0000","2","13300","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00008044","NF125-CVF 3P 125A AL-SLT(U)","","個","9370","9370","8450","1.0000","1.0000","1","920","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00008388","NF125-CV 3P 125A AL-SLT(U)","","個","9370","9370","8450","1.0000","1.0000","1","920","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00008392","NF125-CV 3P 60A AL-SLT(U)","","個","122360","122360","110390","19.0000","19.0000","7","11970","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00008396","NF125-CV 3P 75A AL-SLT(U)","","個","218960","218960","197540","34.0000","34.0000","9","21420","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00008532","NF250-CV 3P 150A AL-SLT(U)","","個","22900","22900","20640","2.0000","2.0000","2","2260","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00008536","NF250-CV 3P 175A AL-SLT(U)","","個","274800","274800","247680","24.0000","24.0000","5","27120","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00008540","NF250-CV 3P 200A AL-SLT(U)","","個","114500","114500","103200","10.0000","10.0000","1","11300","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00008620","NF63-CV 2P 15A AL(U)","","個","339240","339240","306240","132.0000","132.0000","4","33000","9.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00008668","NF63-CV 3P 30A AL(U)","","個","6360","6360","5740","2.0000","2.0000","1","620","9.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00008676","NF63-CV 3P 50A AL(U)","","個","47940","47940","43260","12.0000","12.0000","5","4680","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00008700","NF63-CV 2P 15A AL-SLT(U)","","個","199240","199240","180200","68.0000","68.0000","9","19040","9.6"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00008740","NF63-CV 3P 15A AL-SLT(U)","","個","42480","42480","38400","12.0000","12.0000","5","4080","9.6"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00008748","NF63-CV 3P 30A AL-SLT(U)","","個","7080","7080","6400","2.0000","2.0000","2","680","9.6"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00008752","NF63-CV 3P 40A AL-SLT(U)","","個","3540","3540","3200","1.0000","1.0000","1","340","9.6"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00008756","NF63-CV 3P 50A AL-SLT(U)","","個","81420","81420","73600","23.0000","23.0000","6","7820","9.6"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00008824","NF63-CV 3P 20A AX-SLT(U)","","個","4320","4320","3900","1.0000","1.0000","1","420","9.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00008872","NF400-CW 3P 350A AL-SLT(U)","","個","28330","28330","25750","1.0000","1.0000","1","2580","9.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00015244","NF125-SV 3P 125A FP (U)","","個","53360","53360","48120","4.0000","4.0000","1","5240","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00015272","NF125-SV 3P 75A FP (U)","","個","9670","9670","8720","1.0000","1.0000","1","950","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00015384","NF63-SV 2P 20A FP (U)","","個","3000","3000","2700","1.0000","1.0000","1","300","10"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00015428","NF63-SV 3P 30A FP (U)","","個","11910","11910","10740","3.0000","3.0000","1","1170","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00015432","NF63-SV 3P 40A FP (U)","","個","3970","3970","3580","1.0000","1.0000","1","390","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00015436","NF63-SV 3P 50A FP (U)","","個","7940","7940","7160","2.0000","2.0000","1","780","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00016372","NF63-SV 3P 30A FP AL-LT(U)","","個","5540","5540","5000","1.0000","1.0000","1","540","9.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00016632","NF250-SEV 3P 125-250A調 FP AL-LT(U)","","個","26110","26110","23540","1.0000","1.0000","1","2570","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00016692","NF250-SV 3P 200A FP AL-LT(U)","","個","19020","19020","17150","1.0000","1.0000","1","1870","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00016700","NF250-SV 3P 250A FP AL-LT(U)","","個","49420","49420","44560","2.0000","2.0000","1","4860","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00017084","NF63-HV 3P 50A FP AL-LT(U)","","個","6460","6460","5830","1.0000","1.0000","1","630","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00017380","NF400-SEW 3P 300A調 FP (U)","","個","43130","43130","38880","1.0000","1.0000","1","4250","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00017444","NF400-SW 3P 400A FP (U)","","個","40040","40040","36100","1.0000","1.0000","1","3940","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00018836","NF125-CV 3P 100A FP (U)","","個","51310","51310","46270","7.0000","7.0000","2","5040","9.8"
