"得意先コード","得意先名","部門コード","部門名","商品コード","商品名","仕様・規格","単位","総売上額","純売上額","原価計","総売上数","純売上数","明細数","粗利益","粗利率"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00071720","ME110SSR-B 1P2W/1P3W/3P3W 110/220V 5A(U)","","個","92520","92520","80640","2.0000","2.0000","1","11880","12.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00071760","ME110SSR-HAH (U)","","個","44170","44170","39550","1.0000","1.0000","1","4620","10.5"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00071836","PC-11B ﾊﾟﾙｽ検出器(U)","","個","94900","94900","76380","1.0000","1.0000","1","18520","19.5"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00071912","PD-200KFH 200VA 6600/110V  限流ﾋｭｰｽﾞ付(U)","","個","49380","49380","46180","2.0000","2.0000","1","3200","6.5"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00071964","PD-50HF 50VA 6600/110V  限流ﾋｭｰｽﾞ付(U)","","個","604800","604800","565120","64.0000","64.0000","25","39680","6.6"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00071996","PE-15F 15VA 220/110V 1.0級  限流ﾋｭｰｽﾞ付(U)","","個","13600","13600","12680","2.0000","2.0000","1","920","6.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00072004","PE-15F 15VA 440/110V 1.0級  限流ﾋｭｰｽﾞ付(U)","","個","81600","81600","76080","12.0000","12.0000","4","5520","6.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00072472","TSE-1DA 250V 8A (U)","","個","18210","18210","16800","3.0000","3.0000","1","1410","7.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00072492","TSE-2DB 250V 15A (U)","","個","5840","5840","5390","1.0000","1.0000","1","450","7.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00072496","TSE-2DB 250V 8A (U)","","個","128400","128400","117600","24.0000","24.0000","12","10800","8.4"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00072500","TSE-2DS 250V 8A (U)","","個","22200","22200","20370","3.0000","3.0000","3","1830","8.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00072520","TSE-2SS2 250V 8A A接点品 (U)","","個","26980","26980","24780","2.0000","2.0000","2","2200","8.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00072528","TSE-2SS2 電子式停電補償付 (U)","","個","13490","13490","12390","1.0000","1.0000","1","1100","8.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00073156","YM-8NRI 1-20mA (U)","","個","37390","37390","33120","23.0000","23.0000","4","4270","11.4"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00073908","YS-12NAA 5A (U)","","個","4240","4240","3660","2.0000","2.0000","2","580","13.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00073916","YS-12NAV 300V (U)","","個","7590","7590","6600","3.0000","3.0000","2","990","13"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00074012","YS-8NAA BR 0～15A 赤指針付(U)","","個","10560","10560","9418","9.0000","9.0000","4","1142","10.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00074020","YS-8NAA BR 0-10-30A ﾀﾞｲﾚｸﾄ 3倍公 赤指針付(U)","","台","56160","56160","50128","52.0000","52.0000","15","6032","10.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00074024","YS-8NAA BR 0-150-450/5A 3倍公 赤指針付(U)","","個","27000","27000","24100","25.0000","25.0000","9","2900","10.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00074032","YS-8NAA BR 0-20-60A ﾀﾞｲﾚｸﾄ 3倍公 赤指針付(U)","","個","37800","37800","33740","35.0000","35.0000","6","4060","10.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00074056","YS-8NAV 50-300V (U)","","個","1290","1290","1150","1.0000","1.0000","1","140","10.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00074932","VF08NHD-00030 7.2/3.6KV 400A 8KA(U)","","個","152800","152800","138600","2.0000","2.0000","1","14200","9.3"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00075100","VF13NHD-00030 7.2/3.6KV 600A 12.5KA(U)","","個","319440","319440","296100","3.0000","3.0000","2","23340","7.3"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00075104","VF13RHD-00030 7.2/3.6KV 600A 12.5KA(U)","","個","425920","425920","394800","4.0000","4.0000","3","31120","7.3"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00075108","VF13PHD-00030 7.2/3.6KV 600A 12.5KA(U)","","個","425920","425920","394800","4.0000","4.0000","4","31120","7.3"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00075116","VF13RHD-01000 7.2/3.6KV 600A 12.5KA(U)","","個","114400","114400","106260","1.0000","1.0000","1","8140","7.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00075120","VF13PHD-01000 7.2/3.6KV 600A 12.5KA(U)","","個","228800","228800","212520","2.0000","2.0000","2","16280","7.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00075152","VF13RMD-11000 7.2/3.6KV 600A 12.5KA(U)","","個","415800","415800","378000","3.0000","3.0000","2","37800","9.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00075160","VF13CHD-01000 7.2/3.6KV 600A 12.5KA(U)","","個","571560","571560","519120","3.0000","3.0000","1","52440","9.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00075168","VF13CMD-11000 7.2/3.6KV 600A 12.5KA(U)","","個","424160","424160","384720","2.0000","2.0000","2","39440","9.3"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00075172","VF13VMD-11000 7.2/3.6KV 600A 12.5KA(U)","","個","5221920","5221920","4530540","23.0000","23.0000","4","691380","13.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00075252","VF13CMDG11000 7.2/3.6KV 600A 12.5KA(U)","","個","1441500","1441500","1307880","6.0000","6.0000","1","133620","9.3"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00075856","VZ4-EL-E 100AC/DC (U)","","個","548100","548100","489630","3.0000","3.0000","2","58470","10.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00075888","VZ2-CL-E 100AC/DC (U)","","個","186900","186900","166960","1.0000","1.0000","1","19940","10.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00075928","VZ2-GE-E 100AC/DC (U)","","個","621600","621600","555280","4.0000","4.0000","2","66320","10.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00075936","VZ2-VL-E 100AC/DC (U)","","個","1316700","1316700","1176240","7.0000","7.0000","2","140460","10.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00075940","VZ2-VL-E 200AC/DC (U)","","個","189000","189000","168840","1.0000","1.0000","1","20160","10.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00077804","MPD-3 1M (U)","","個","38200","38200","35800","2.0000","2.0000","2","2400","6.3"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00078096","MDG-A1V-R (U)","","個","32500","32500","30520","1.0000","1.0000","1","1980","6.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00078132","MZT-68 (U)","","個","6200","6200","5820","1.0000","1.0000","1","380","6.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00078156","MZT-77D (U)","","個","24700","24700","23170","1.0000","1.0000","1","1530","6.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00078460","KF-100E(AC100V) (U)","","個","104130","104130","94500","9.0000","9.0000","6","9630","9.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00078476","VF13RHDG用アダプター (U)","","個","15900","15900","8250","3.0000","3.0000","2","7650","48.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00078484","DV-1 F-F 400A (U)","","個","86700","86700","34650","15.0000","15.0000","4","52050","60"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00078532","DV-3 F-F 200A (U)","","個","77640","77640","70560","6.0000","6.0000","6","7080","9.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00078536","DV-3 F-F 400A (U)","","個","124160","124160","112880","8.0000","8.0000","7","11280","9.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00078556","DV-RA F-F 600A (U)","","個","98800","98800","89900","5.0000","5.0000","2","8900","9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00078620","ERM-A2N DV-3,DV-RA用(U)","","個","100380","100380","91140","7.0000","7.0000","6","9240","9.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00078624","ERM-A2C DV-3,DV-RA用(U)","","個","87800","87800","79800","5.0000","5.0000","2","8000","9.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00078672","SCL-GHS1R-NNN 7.2/3.6KV (U)","","個","294800","294800","268000","20.0000","20.0000","7","26800","9.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00078748","SCL-GHS1R-NNY (U)","","個","1171200","1171200","1064320","64.0000","64.0000","30","106880","9.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00078752","SCL-GHS1R-NBY (U)","","個","145880","145880","132580","7.0000","7.0000","3","13300","9.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00078760","SCL-GHS2R-NNY (U)","","個","354000","354000","321900","15.0000","15.0000","9","32100","9.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079040","PL-G 0.6KV T2A ﾘﾝｸ(U)","","個","19360","19360","15202","22.0000","22.0000","4","4158","21.5"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079044","PL-G 7.2/3.6KV T1 ﾘﾝｸ(U)","","個","108240","108240","84993","123.0000","123.0000","27","23247","21.5"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079120","CL-LB 3.6KV G50 CL形限流形電力ﾋｭｰｽﾞ(U)","","個","19800","19800","18000","6.0000","6.0000","2","1800","9.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079128","CL-LB 3.6KV G75 CL形限流形電力ﾋｭｰｽﾞ(U)","","個","20400","20400","18480","4.0000","4.0000","2","1920","9.4"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079156","CL-LB 7.2KV G5 CL形限流形電力ﾋｭｰｽﾞ(U)","","個","31200","31200","28320","24.0000","24.0000","5","2880","9.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079160","CL-LB 7.2KV G10 CL形限流形電力ﾋｭｰｽﾞ(U)","","個","62400","62400","56640","48.0000","48.0000","10","5760","9.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079164","CL-LB 7.2KV G20 CL形限流形電力ﾋｭｰｽﾞ(U)","","個","116440","116440","105790","71.0000","71.0000","16","10650","9.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079168","CL-LB 7.2KV G30 CL形限流形電力ﾋｭｰｽﾞ(U)","","個","192780","192780","174960","81.0000","81.0000","22","17820","9.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079172","CL-LB 7.2KV G40 CL形限流形電力ﾋｭｰｽﾞ(U)","","個","213890","213890","194180","73.0000","73.0000","15","19710","9.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079176","CL-LB 7.2KV G50 CL形限流形電力ﾋｭｰｽﾞ(U)","","個","432300","432300","393000","131.0000","131.0000","25","39300","9.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079180","CL-LB 7.2KV G60 CL形限流形電力ﾋｭｰｽﾞ(U)","","個","262700","262700","238560","71.0000","71.0000","19","24140","9.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079184","CL-LB 7.2KV G75 CL形限流形電力ﾋｭｰｽﾞ(U)","","個","826200","826200","748440","162.0000","162.0000","32","77760","9.4"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079224","CL-LD(屋内用) 7.2KV G80 (U)","","個","149760","149760","136080","18.0000","18.0000","6","13680","9.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079228","CL-LD(屋内用) 7.2KV G100 (U)","","個","332640","332640","302400","36.0000","36.0000","8","30240","9.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079296","CLS-R 7.2KV M20 ﾘﾝｸ(U)","","個","68640","68640","62520","12.0000","12.0000","1","6120","8.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079564","SF1R油6KV 1P3W 50KVA 50Hz SV210/105V(U)","","個","754000","754000","551300","2.0000","2.0000","1","202700","26.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079568","SF1R油6KV 1P3W 75KVA 50Hz SV210/105V(U)","","個","283000","283000","215640","1.0000","1.0000","1","67360","23.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079636","RA3R油6KV 3P3W 30KVA 50Hz SV210V Y-Y(U)","","個","277000","277000","211060","1.0000","1.0000","1","65940","23.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00079648","RA3R油6KV 3P3W 100KVA 50Hz SV210V Y-D(U)","","個","435000","435000","331230","1.0000","1.0000","1","103770","23.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00092164","SF1R油6KV 1P2W 5KVA 東武信号用(U)","","個","750000","750000","570000","3.0000","3.0000","1","180000","24"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00092955","Q03UDVCPU (C)","","個","75600","75600","48600","1.0000","1.0000","1","27000","35.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00092967","Q35B (C)","","個","396000","396000","255300","30.0000","30.0000","13","140700","35.5"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00092994","Q62P (B)","","個","43500","43500","41400","3.0000","3.0000","1","2100","4.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00093108","QG60 (U)","","個","3780","3780","2520","3.0000","3.0000","3","1260","33.3"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00093467","GT2708-STBA (C)","","個","364740","364740","326100","3.0000","3.0000","3","38640","10.6"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00093608","FR-BSF01 (U)","","個","5620","5620","4000","2.0000","2.0000","1","1620","28.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00093628","FR-HEL-1.5K (U)","","個","4490","4490","3200","1.0000","1.0000","1","1290","28.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00093912","CD用予備銘板 (U)","","個","22860","22860","17600","32.0000","32.0000","12","5260","23"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00093920","DV-3用予備銘板 (U)","","個","6400","6400","3300","2.0000","2.0000","1","3100","48.4"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00093924","EP-0FH用予備銘板 (U)","","個","1260","1260","1100","2.0000","2.0000","1","160","12.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00093936","PD-50HF用予備銘板 (U)","","個","8820","8820","8800","14.0000","14.0000","8","20","0.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00093940","PT用予備銘板 (U)","","個","1260","1260","1100","2.0000","2.0000","1","160","12.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00093944","SCL用予備銘板 (U)","","個","27170","27170","20900","19.0000","19.0000","8","6270","23.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00096780","TYE4-2WS/DA (U)","","個","26760","26760","22300","2.0000","2.0000","2","4460","16.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00097604","EF-30UBSQ-K AC100V(U)","","個","753780","753780","624920","34.0000","34.0000","14","128860","17.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098425","MOC-A3T-R (U)","","個","42800","42800","36680","4.0000","4.0000","4","6120","14.3"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098430","SCL-GHS1R-TAY(U)","","台","114800","114800","104350","5.0000","5.0000","4","10450","9.1"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098439","NF250-NCVZ 3P 175A 100/200/500mA ECA-SLT AL-SLT(U）","","台","105000","105000","94680","4.0000","4.0000","3","10320","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098440","BV-C1 2P1E 20A 30mA AL(U）","","台","132060","132060","119040","62.0000","62.0000","4","13020","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098441","BV-C2 2P2E 20A 30mA AL(U）","","台","25380","25380","22860","9.0000","9.0000","4","2520","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098442","BV-C2 2P2E 30A 30mA AL(U）","","台","28200","28200","25400","10.0000","10.0000","4","2800","9.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098443","SL-T50FN AC100V 2a2b 二種耐熱形","","台","66990","66990","62480","11.0000","11.0000","5","4510","6.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098446","QC-1 G10A","","台","87120","87120","72600","11.0000","11.0000","2","14520","16.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098447","XL-B013(U)","","台","687060","687060","623700","198.0000","198.0000","37","63360","9.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098448","CD-25NB(H）(U)","","台","159840","159840","149280","12.0000","12.0000","5","10560","6.6"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098449","LR-110NAA 5A(U)","","台","154860","154860","139100","22.0000","22.0000","19","15760","10.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098450","SCL-GHS1R-TAN(U)","","台","57930","57930","52920","3.0000","3.0000","3","5010","8.6"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098455","M3PM-S34VR 3P4W 240/415V 100/5A 50Hz 検付（CW-15LS100/5A*3）(U)","","台","164790","164790","127590","3.0000","3.0000","1","37200","22.6"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098456","M8P-K30VR 3P3W 415/110V 600/5A 50Hz 10kwh/pulse 検付 （PE-15F415/110V*2・CW-15LMS600/5A*2）(U)","","台","70370","70370","61650","1.0000","1.0000","1","8720","12.4"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098457","M2PM-S34VR 3P3W 440/110V 400/5A 50Hz 検付 (PE-15F440/110V*2/CW-15LS400/5A*2）(U)","","台","192840","192840","148160","4.0000","4.0000","2","44680","23.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098458","M2PM-S34VR 3P3W 440/110V 200/5A 50Hz 検付（PE-15F440/110V*2・CW-15LS200/5A*2）","","台","95800","95800","73620","2.0000","2.0000","2","22180","23.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098459","M2PM-S34VR 3P3W 440/110V 150/5A 50Hz 検付(PE-15F440/110V*2・CW-15LS150/5A*2）(U)","","台","185280","185280","142240","4.0000","4.0000","2","43040","23.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098460","M2PM-S34VR 3P3W 440/110V 30/5A 50Hz 検付（PE-15F440/110V*2・CW-15LS30/5A*2）(U)","","台","94180","94180","72300","2.0000","2.0000","1","21880","23.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098461","M2PM-S34VR 3P3W 440/110V 50/5A 50Hz 検付(PE-15F440/110V*2・CW-15LS50/5A*2）(U)","","台","47240","47240","36250","1.0000","1.0000","1","10990","23.3"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098462","M2PM-S34R 1P3W 100V 120A 50Hz 検付 (U)","","台","19720","19720","16990","1.0000","1.0000","1","2730","13.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098463","M2PM-S34R 3P3W 200V 120A 50Hz 1kwh/pulse 検付 (U)","","台","39440","39440","33980","2.0000","2.0000","2","5460","13.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098464","NF250-NCVZ 3P 150A 100/200/500mA ECA-SLT AL-SLT(U)","","台","131250","131250","118350","5.0000","5.0000","3","12900","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098474","VAS-B-AN11 7.2KV 300A リード線2M(U)","","台","5958000","5958000","4500000","6.0000","6.0000","6","1458000","24.5"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098475","KLT-PA-D2N11A 300A リード線1M LTR-P-DF アレスタ内蔵 SOG動作(U)","","台","3408000","3408000","2616000","12.0000","12.0000","6","792000","23.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098476","VF13CMDG-1100000リード線2m(U)","","台","241250","241250","218980","1.0000","1.0000","1","22270","9.2"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098480","YS-8NAA BR 5A 0-5-15A 端子カバー(U)","","台","61560","61560","54948","57.0000","57.0000","15","6612","10.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098488","G-5G工事用撮影黒板45x60cm木製緑色チョーク付消し具付","","台","2500","2500","1602","1.0000","1.0000","1","898","35.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098490","PD-200KFH用予備銘板","","枚","1260","1260","1100","2.0000","2.0000","1","160","12.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098491","CD-10ANB 80/5A(U)","","台","33780","33780","30520","2.0000","2.0000","1","3260","9.7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098503","LCBH1R（50個入り）(U)","","個","2800","2800","1430","2.0000","2.0000","2","1370","48.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098504","NF400-CW 3P 300A　二種耐熱形(U)","","台","26540","26540","23940","1.0000","1.0000","1","2600","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098505","NF400-CW 3P 300A AL-SLT 二種耐熱形(U)","","台","27540","27540","24840","1.0000","1.0000","1","2700","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098506","NF250-CV 3P 150A AL-SLT 二種耐熱形(U)","","台","10830","10830","9770","1.0000","1.0000","1","1060","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098507","NF125-CV 3P 75A AL-SLT 二種耐熱形(U)","","台","5940","5940","5360","1.0000","1.0000","1","580","9.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098508","CW-5L 100/5A 二種耐熱形(U)","","台","1210","1210","1120","1.0000","1.0000","1","90","7.4"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098509","CW-5L 150/5A 二種耐熱形(U)","","台","1280","1280","1190","1.0000","1.0000","1","90","7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098510","CW-5L 120/5A 二種耐熱形(U)","","台","1210","1210","1120","1.0000","1.0000","1","90","7.4"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098511","S-N150FN AC200V 2a2b 二種耐熱形(U)","","台","17200","17200","16030","1.0000","1.0000","1","1170","6.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098512","S-T80FN AC200V 2a2b 二種耐熱形(U)","","台","19380","19380","18060","3.0000","3.0000","1","1320","6.8"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098513","S-T50FN AC200V 2a2b 二種耐熱形(U)","","台","3050","3050","2840","1.0000","1.0000","1","210","6.9"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098514","S-T35FN AC200V 2a2b 二種耐熱形(U)","","台","5060","5060","4680","2.0000","2.0000","1","380","7.5"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098515","SR-T5FN AC200V 3a2b  二種耐熱形(U)","","台","12800","12800","11904","16.0000","16.0000","6","896","7"
"ESB0002","内山電機工業株式会社 西東京日の出工場","DNK-E","電力機器事業部","E-00098516","SRL-T5FN AC200V 3a2b 二種耐熱形(U)","","台","5400","5400","4650","3.0000","3.0000","1","750","13.9"
